,STATION,NAME,DATE,AWND,PRCP,TMIN,TMAX
232,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",21-08-2021,7.16,0.0,83.0,93.0
233,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",22-08-2021,9.4,0.0,84.0,93.0
234,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",23-08-2021,11.41,0.0,80.0,94.0
235,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",24-08-2021,8.5,0.0,80.0,95.0
236,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",25-08-2021,7.61,0.07,83.0,95.0
237,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",26-08-2021,7.61,0.6,78.0,86.0
238,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",27-08-2021,14.09,0.65,77.0,83.0
239,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",28-08-2021,14.99,0.21,78.0,86.0
240,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",29-08-2021,,,,
241,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",02-09-2021,,0.36,,
242,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",03-09-2021,6.49,0.0,80.0,91.0
243,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",04-09-2021,2.24,0.0,80.0,92.0
244,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",05-09-2021,5.59,0.0,77.0,93.0
245,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",06-09-2021,5.59,0.0,79.0,87.0
246,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",07-09-2021,4.47,0.24,78.0,90.0
247,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",08-09-2021,4.92,0.0,79.0,87.0
248,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",09-09-2021,12.3,0.0,79.0,89.0
249,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",10-09-2021,9.84,0.0,75.0,86.0
250,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",11-09-2021,9.4,0.0,74.0,87.0
251,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",12-09-2021,9.4,0.03,74.0,84.0
252,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",13-09-2021,10.74,0.01,77.0,88.0
253,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",14-09-2021,14.32,2.43,72.0,81.0
254,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",15-09-2021,10.29,2.31,74.0,82.0
255,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",16-09-2021,9.62,0.01,78.0,90.0
256,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",17-09-2021,8.5,0.03,77.0,84.0
257,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",18-09-2021,5.82,0.64,75.0,84.0
258,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",19-09-2021,6.49,0.07,76.0,86.0
259,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",20-09-2021,5.82,0.14,76.0,88.0
260,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",21-09-2021,5.82,0.0,77.0,88.0
261,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",22-09-2021,19.69,0.0,72.0,83.0
262,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",23-09-2021,13.87,0.0,68.0,79.0
263,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",24-09-2021,8.28,0.0,67.0,78.0
264,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",25-09-2021,5.37,0.0,66.0,80.0
265,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",26-09-2021,6.49,0.0,66.0,82.0
266,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",27-09-2021,7.38,0.0,70.0,85.0
267,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",28-09-2021,7.83,0.68,72.0,85.0
268,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",29-09-2021,7.61,1.33,73.0,81.0
269,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30-09-2021,8.5,0.0,75.0,87.0
270,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",01-10-2021,10.07,0.0,76.0,86.0
271,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",02-10-2021,7.61,1.25,75.0,86.0
272,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",03-10-2021,5.37,0.78,75.0,84.0
273,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",04-10-2021,6.04,0.02,74.0,82.0
274,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",05-10-2021,6.04,0.0,73.0,82.0
275,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",06-10-2021,4.92,0.0,72.0,85.0
276,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",07-10-2021,5.37,0.0,74.0,86.0
277,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",08-10-2021,7.61,0.0,75.0,85.0
278,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",09-10-2021,5.82,0.0,72.0,86.0
279,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",10-10-2021,6.71,0.0,72.0,86.0
280,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",11-10-2021,8.5,0.0,73.0,86.0
281,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",12-10-2021,6.93,0.0,75.0,86.0
282,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",13-10-2021,7.83,0.0,73.0,87.0
283,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",14-10-2021,8.28,0.0,76.0,87.0
284,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",15-10-2021,6.26,0.0,75.0,88.0
285,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",16-10-2021,22.15,0.0,66.0,80.0
286,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",17-10-2021,17.0,0.0,63.0,75.0
287,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",18-10-2021,11.41,0.0,63.0,74.0
288,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",19-10-2021,11.63,0.0,66.0,79.0
289,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",20-10-2021,9.17,0.01,74.0,86.0
290,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",21-10-2021,4.47,0.0,74.0,85.0
291,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",22-10-2021,3.8,0.0,73.0,84.0
292,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",23-10-2021,9.62,0.0,72.0,84.0
293,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",24-10-2021,9.84,0.0,74.0,83.0
294,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",25-10-2021,4.47,0.0,72.0,82.0
295,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",26-10-2021,9.17,0.0,68.0,79.0
296,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",27-10-2021,14.99,1.29,71.0,84.0
297,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",28-10-2021,24.16,0.0,64.0,75.0
298,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",29-10-2021,25.95,0.0,59.0,67.0
299,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30-10-2021,12.75,0.0,57.0,66.0
300,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",31-10-2021,4.92,0.0,55.0,73.0
301,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",01-11-2021,5.82,0.0,60.0,74.0
302,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",02-11-2021,9.84,0.0,62.0,72.0
303,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",03-11-2021,11.63,0.0,57.0,71.0
304,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",04-11-2021,15.21,0.0,55.0,66.0
305,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",05-11-2021,13.87,0.0,56.0,63.0
306,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",06-11-2021,12.75,0.0,53.0,67.0
307,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",07-11-2021,9.4,0.0,56.0,65.0
308,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",08-11-2021,5.37,0.0,57.0,70.0
309,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",09-11-2021,5.82,0.0,58.0,70.0
310,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",10-11-2021,8.5,0.0,59.0,75.0
311,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",11-11-2021,10.51,0.0,63.0,79.0
312,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",12-11-2021,9.84,0.0,59.0,75.0
313,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",13-11-2021,17.67,0.0,53.0,65.0
314,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",14-11-2021,5.37,0.0,46.0,63.0
315,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",15-11-2021,5.82,0.0,53.0,71.0
316,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",16-11-2021,6.26,0.0,55.0,76.0
317,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",17-11-2021,10.51,0.0,63.0,78.0
318,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",18-11-2021,11.86,0.06,56.0,77.0
319,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",19-11-2021,15.88,0.0,52.0,65.0
320,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",20-11-2021,9.17,0.0,55.0,72.0
321,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",21-11-2021,6.93,0.0,62.0,77.0
322,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",22-11-2021,15.21,0.25,55.0,68.0
323,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",23-11-2021,10.51,0.0,49.0,61.0
324,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",24-11-2021,9.84,0.0,52.0,71.0
325,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",25-11-2021,7.38,0.03,60.0,77.0
326,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",26-11-2021,15.21,0.01,53.0,64.0
327,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",27-11-2021,6.93,0.0,48.0,61.0
328,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",28-11-2021,8.95,0.03,53.0,61.0
329,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",29-11-2021,8.28,0.0,50.0,62.0
330,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30-11-2021,4.7,0.0,48.0,68.0
331,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",01-12-2021,5.59,0.0,51.0,72.0
332,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",02-12-2021,4.03,0.0,55.0,72.0
333,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",03-12-2021,4.25,0.0,54.0,68.0
334,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",04-12-2021,4.03,0.0,62.0,73.0
335,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",05-12-2021,8.72,0.0,61.0,80.0
336,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",06-12-2021,9.84,0.15,64.0,80.0
337,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",07-12-2021,9.17,0.1,58.0,64.0
338,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",08-12-2021,7.61,0.23,57.0,65.0
339,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",09-12-2021,11.86,0.07,56.0,80.0
340,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",10-12-2021,14.09,0.0,73.0,83.0
341,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",11-12-2021,15.21,0.08,55.0,80.0
342,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",12-12-2021,11.63,0.0,50.0,60.0
343,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",13-12-2021,7.38,0.0,56.0,68.0
344,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",14-12-2021,8.05,0.0,62.0,73.0
345,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",15-12-2021,9.84,0.0,65.0,75.0
346,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",16-12-2021,8.5,0.0,66.0,80.0
347,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",17-12-2021,7.38,0.0,67.0,74.0
348,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",18-12-2021,11.18,0.32,64.0,81.0
349,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",19-12-2021,18.12,0.0,49.0,66.0
350,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",20-12-2021,13.65,0.03,48.0,52.0
351,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",21-12-2021,14.32,0.0,48.0,54.0
352,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",22-12-2021,8.72,0.0,50.0,59.0
353,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",23-12-2021,5.82,0.0,45.0,68.0
354,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",24-12-2021,10.74,0.0,55.0,78.0
355,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",25-12-2021,10.74,0.0,62.0,78.0
356,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",26-12-2021,6.71,0.0,63.0,79.0
357,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",27-12-2021,7.61,0.0,64.0,78.0
358,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",28-12-2021,14.09,0.3,68.0,81.0
359,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",29-12-2021,12.75,0.0,71.0,82.0
360,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30-12-2021,9.62,0.0,72.0,83.0
361,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",31-12-2021,13.87,0.02,73.0,82.0
